loan_id,account_id,loan_date,amount,duration,payments,status,account_district_id,frequency,creation_date,disp_id,client_id,has_disponent,client_district_id,gender,birth_date,code,region,no._of_inhabitants,no._of_municipalities_with_inhabitants_<_499,no._of_municipalities_with_inhabitants_500-1999,no._of_municipalities_with_inhabitants_2000-9999,no._of_municipalities_with_inhabitants_>10000,no._of_cities,ratio_of_urban_inhabitants,average_salary,unemployment_rate,avg_commited_crimes,ratio_entrepreneurs,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,num_trans,avg_balance,min_balance,max_balance,std_balance,negative_balance,last_balance_negative,num_cash_credit,num_coll,num_interest,num_cash_withdrawal,num_rem,num_card_withdrawal,mean_no_symbol,num_no_symbol,mean_household,num_household,mean_statement,num_statement,mean_insurance,num_insurance,mean_sanction,num_sanction,mean_pension,num_pension,has_card,age_at_loan,days_between,same_district
6734,8547,1996-05-30,173016,36,4806,1,14,weekly issuance,1995-07-17,10235,10543,False,14,female,1945-02-23,14,south Bohemia,177686,69,27,10,1,9,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,14459.529787234043,-12580.127659574468,939.7010638297871,-62700.0,49769.0,0.5,94,61799.24361702128,300.0,123928.2,26512.878935391018,False,False,29,0.0,18.0,47.0,0.0,0.0,1247.6470588235295,68,0.0,0.0,-30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,51,318,True
5611,3115,1996-11-15,321180,60,5353,1,14,monthly issuance,1996-03-27,3767,3767,True,14,male,1936-09-07,14,south Bohemia,177686,69,27,10,1,9,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,16276.9,-11405.895238095238,978.5131578947369,-34000.0,48180.0,0.4473684210526316,38,40524.46315789474,700.0,90257.3,21716.75025029622,False,False,2,8.0,7.0,17.0,4.0,0.0,3959.6666666666665,24,-14723.0,4.0,-14.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,60,233,True
7101,10297,1996-11-18,421008,48,8771,1,14,monthly issuance,1996-01-19,12354,12662,False,14,male,1953-06-01,14,south Bohemia,177686,69,27,10,1,9,0.748,10045,1.565,0.03629717591706719,0.135,-0.0017390227705052733,0.29000000000000004,10392.413636363637,-7052.321428571428,623.362,-19100.0,31540.0,0.44,50,37436.422,600.0,72330.4,12359.209052004047,False,False,13,0.0,9.0,22.0,6.0,0.0,2980.1,30,-9902.0,6.0,-14.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,43,304,True
7240,11013,1993-09-06,274740,60,4579,1,1,weekly issuance,1993-02-14,13231,13539,False,63,male,1978-09-07,63,south Moravia,86513,38,36,5,1,5,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,21255.930769230767,-16801.0,1522.7074074074076,-36700.0,63366.0,0.48148148148148145,27,57188.21111111111,600.0,122893.1,25256.6658167142,False,False,1,6.0,6.0,11.0,3.0,0.0,2266.0,18,-756.0,1.0,-30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15,204,False
5523,2705,1993-12-08,93888,36,2608,1,63,issuance after transaction,1993-07-05,3264,3264,False,63,female,1950-10-20,63,south Moravia,86513,38,36,5,1,5,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,7084.7,-7185.714285714285,1827.1789473684212,-15500.0,15649.0,0.631578947368421,19,37510.494736842105,600.0,52378.2,14598.865783434976,False,False,2,5.0,5.0,7.0,0.0,0.0,2618.846153846154,13,0.0,0.0,-100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,43,156,True
5657,3354,1994-07-05,4980,12,415,1,63,monthly issuance,1993-11-05,4056,4056,False,63,female,1952-07-26,63,south Moravia,86513,38,36,5,1,5,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,5352.515789473684,-2933.2370370370368,489.13913043478254,-16000.0,15528.0,0.41304347826086957,46,30533.371739130438,800.0,41106.2,8705.183539928967,False,False,11,0.0,8.0,17.0,10.0,0.0,1079.851851851852,27,-489.0,3.0,-14.6,4.0,-1540.0,4.0,0.0,0.0,0.0,0.0,False,41,242,True
6526,7523,1995-01-03,288468,36,8013,1,63,monthly issuance,1994-08-29,9008,9316,False,63,female,1958-10-26,63,south Moravia,86513,38,36,5,1,5,0.505,8288,4.154999999999999,0.01746558320714806,0.11,-0.0011790135586559245,0.7299999999999995,6845.75,-15666.666666666666,2872.970588235294,-23300.0,30950.0,0.8235294117647058,17,36999.52352941177,600.0,71939.2,16205.72181108147,False,False,6,0.0,8.0,3.0,0.0,0.0,5372.111111111111,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,36,127,True
6687,8261,1993-09-13,87840,24,3660,1,13,monthly issuance,1993-05-12,9892,10200,True,13,female,1980-02-16,13,central Bohemia,53921,61,22,1,1,2,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,7331.9857142857145,-19600.0,2579.2823529411767,-22000.0,32938.0,0.8235294117647058,17,46318.55294117647,500.0,65847.8,20670.97738216307,False,False,2,4.0,8.0,3.0,0.0,0.0,4735.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13,124,True
7226,10940,1994-02-23,197748,36,5493,1,50,monthly issuance,1993-09-13,13139,13447,True,13,female,1970-05-05,13,central Bohemia,53921,61,22,1,1,2,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,12363.145454545454,-18540.0,2705.9125,-25100.0,36216.0,0.6875,16,44735.43125,300.0,74413.6,19635.357674451083,False,False,7,0.0,4.0,5.0,0.0,0.0,3557.6666666666665,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,23,163,False
6027,5066,1996-02-10,61656,24,2569,-1,13,weekly issuance,1995-08-27,6115,6115,False,13,female,1953-12-25,13,central Bohemia,53921,61,22,1,1,2,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,13988.388888888889,-22066.666666666668,4974.625,-31400.0,47337.0,0.75,12,44763.458333333336,400.0,89256.9,24849.149080234965,False,False,6,0.0,3.0,3.0,0.0,0.0,6580.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,42,167,True
6137,5574,1996-04-10,44628,12,3719,1,13,weekly issuance,1994-07-14,6731,6731,False,13,male,1943-11-26,13,central Bohemia,53921,61,22,1,1,2,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,25106.972093023258,-9700.582524271844,550.9575342465755,-59000.0,71565.0,0.2945205479452055,146,49477.32123287671,900.0,112689.5,22661.883780456672,False,False,2,21.0,20.0,87.0,16.0,0.0,2843.0106382978724,94,-11878.0,16.0,-30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False,52,636,True
5082,501,1996-10-24,262980,60,4383,1,13,monthly issuance,1995-10-21,603,603,False,13,female,1966-03-09,13,central Bohemia,53921,61,22,1,1,2,0.413,8598,3.0149999999999997,0.03219524860443983,0.123,0.005155690732738636,0.48999999999999977,10113.641666666666,-5207.6875,1358.5964285714285,-22300.0,44022.0,0.42857142857142855,56,41729.61607142857,900.0,78574.3,16330.173222315432,False,False,13,0.0,11.0,32.0,0.0,0.0,2124.5142857142855,35,0.0,0.0,-14.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,30,369,True
7284,11265,1993-09-15,52788,12,4399,1,15,monthly issuance,1993-01-14,13537,13845,False,15,male,1973-02-16,15,south Bohemia,58796,22,16,7,1,5,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,4304.038095238096,-3152.5363636363636,489.04651162790697,-17920.0,11427.0,0.4883720930232558,43,22198.17906976744,1000.0,41469.1,6652.642956340849,False,False,14,0.0,7.0,14.0,8.0,0.0,774.6551724137931,29,-506.0,4.0,-14.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20,244,True
6210,5927,1994-06-06,87216,48,1817,-1,15,monthly issuance,1993-11-26,7166,7166,False,15,male,1964-05-13,15,south Bohemia,58796,22,16,7,1,5,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,3691.82380952381,-4653.099999999999,657.3060606060606,-12600.0,16356.0,0.6363636363636364,33,28362.248484848486,200.0,41410.0,8425.332672368242,False,False,3,6.0,12.0,12.0,0.0,0.0,1798.1176470588234,17,-5050.0,2.0,-14.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,30,192,True
5980,4825,1995-08-18,21396,12,1783,1,15,monthly issuance,1994-06-04,5826,5826,True,15,male,1968-09-09,15,south Bohemia,58796,22,16,7,1,5,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,5691.885294117647,-3835.0454545454545,317.71923076923076,-14075.0,16048.0,0.4358974358974359,78,30812.94615384615,1000.0,46848.9,7990.971151238132,False,False,5,15.0,14.0,44.0,0.0,0.0,428.44444444444446,54,0.0,0.0,-14.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,26,440,True
6144,5593,1996-08-09,44376,12,3698,1,15,monthly issuance,1996-02-27,6753,6753,False,15,male,1962-05-23,15,south Bohemia,58796,22,16,7,1,5,0.519,9045,3.365,0.03166882100823185,0.124,0.0005782706306551466,0.4700000000000002,18505.683333333334,-12612.419047619047,1749.7820512820513,-54100.0,49412.0,0.46153846153846156,39,53505.21538461538,800.0,124090.0,28278.24506461626,False,False,13,0.0,5.0,17.0,4.0,0.0,3389.259259259259,27,-6049.0,4.0,-14.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,34,164,True
6111,5428,1993-09-24,174744,24,7281,-1,24,monthly issuance,1993-04-14,6551,6551,False,24,female,1948-08-12,24,west Bohemia,122603,25,21,6,2,8,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,13374.85,-9741.05,1816.9,-52600.0,47436.0,0.5,32,37485.45625,1000.0,105628.0,28302.653142986743,False,False,11,0.0,5.0,16.0,0.0,0.0,3796.85,20,-4650.0,4.0,-14.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,45,163,True
6650,8073,1994-02-17,49320,12,4110,-1,24,issuance after transaction,1993-09-03,9665,9973,False,24,female,1945-10-03,24,west Bohemia,122603,25,21,6,2,8,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,15663.035294117646,-7831.1875,319.869387755102,-62700.0,45628.0,0.3469387755102041,49,46576.27755102041,900.0,126833.0,24439.877180919786,False,False,12,0.0,5.0,22.0,10.0,0.0,549.5294117647059,34,-695.0,5.0,-100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,48,167,True
7034,10001,1996-07-11,19044,36,529,1,24,monthly issuance,1995-05-28,11995,12303,False,24,female,1974-04-05,24,west Bohemia,122603,25,21,6,2,8,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,8717.206896551725,-5065.785,727.0666666666667,-22300.0,24126.0,0.42028985507246375,69,43121.75507246377,600.0,64981.1,10532.784888113652,False,False,16,0.0,13.0,40.0,0.0,0.0,1025.5744680851064,47,0.0,0.0,-14.600000000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,22,410,True
5897,4476,1996-09-25,15192,24,633,1,24,monthly issuance,1994-11-10,5399,5399,False,24,female,1972-12-27,24,west Bohemia,122603,25,21,6,2,8,0.8,8991,1.6999999999999997,0.04270287023971681,0.128,0.0006117305449295695,0.6199999999999999,7555.3234042553195,-2768.427868852459,102.67455621301775,-14000.0,21513.0,0.2781065088757396,169,29941.905325443786,500.0,48157.1,7237.180988793552,False,False,26,0.0,21.0,68.0,54.0,0.0,1352.3368421052633,95,-3195.0,18.0,-14.6,17.0,-3103.0,18.0,0.0,0.0,0.0,0.0,False,23,685,True
7235,10973,1993-10-13,154416,48,3217,1,18,weekly issuance,1993-04-20,13182,13490,False,18,female,1969-05-25,18,south Bohemia,70699,60,13,2,1,4,0.653,8968,3.09,0.025813660730703406,0.131,0.002404560177654564,0.52,11408.9875,-8071.3125,1668.8374999999999,-19200.0,39098.0,0.5,32,46715.8,8897.0,81723.5,20286.965558464442,False,False,10,0.0,6.0,16.0,0.0,0.0,2390.9545454545455,22,0.0,0.0,-30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,24,176,True
7121,10364,1993-11-10,21924,36,609,1,55,monthly issuance,1993-01-17,12446,12754,True,55,male,1960-08-20,55,south Moravia,157042,49,70,18,0,9,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,7551.738095238095,-4562.625,1090.7444444444445,-17200.0,21739.5,0.4666666666666667,45,34272.21333333333,1100.0,60432.4,10171.031845987452,False,False,12,0.0,9.0,19.0,5.0,0.0,3052.173076923077,26,-6262.0,5.0,-14.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,33,297,True
6064,5215,1994-08-04,14628,12,1219,1,55,monthly issuance,1993-07-01,6301,6301,False,55,female,1949-03-08,55,south Moravia,157042,49,70,18,0,9,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,7799.868965517242,-2620.457534246575,342.1843137254902,-14100.0,23230.5,0.28431372549019607,102,32788.14215686275,200.0,52184.7,9015.76816505543,False,False,16,0.0,13.0,40.0,33.0,0.0,566.375,64,-2.0,8.0,-14.600000000000001,9.0,-372.0,8.0,0.0,0.0,0.0,0.0,False,45,399,True
7061,10105,1994-08-27,121896,24,5079,1,55,monthly issuance,1993-04-28,12124,12432,False,55,male,1965-03-07,55,south Moravia,157042,49,70,18,0,9,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,16312.041025641025,-11004.674074074075,450.72258064516126,-64900.0,49558.0,0.41935483870967744,93,54422.596774193546,600.0,133454.9,21910.827556377593,False,False,24,0.0,15.0,54.0,0.0,0.0,565.768115942029,69,0.0,0.0,-14.600000000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,29,486,True
6624,7965,1994-09-30,71460,12,5955,1,55,monthly issuance,1993-11-08,9536,9844,True,55,male,1945-08-03,55,south Moravia,157042,49,70,18,0,9,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,13133.975,-8085.147826086956,1784.211627906977,-24300.0,48487.0,0.46511627906976744,43,47991.53023255814,200.0,82549.0,19235.72960061234,False,False,12,0.0,8.0,19.0,4.0,0.0,3858.6666666666665,27,-7268.0,4.0,-14.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,49,326,True
6460,7133,1994-11-06,48672,36,1352,1,1,monthly issuance,1993-09-17,8610,8610,True,55,female,1948-05-02,55,south Moravia,157042,49,70,18,0,9,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,2590.1029411764707,-1031.0063492063493,238.24845360824742,-5880.0,12100.0,0.35051546391752575,97,23050.189690721647,300.0,33484.4,5423.587576531727,False,False,21,0.0,13.0,27.0,36.0,0.0,828.3684210526316,57,-2683.0,9.0,-14.600000000000001,9.0,-115.0,9.0,0.0,0.0,0.0,0.0,False,46,415,False
7154,10520,1996-12-05,417600,60,6960,1,55,issuance after transaction,1995-10-24,12635,12943,False,55,male,1970-10-12,55,south Moravia,157042,49,70,18,0,9,0.33899999999999997,8743,2.1550000000000002,0.024047706982845352,0.111,0.001496414971790986,0.5500000000000003,8001.857142857143,-8415.384615384615,1724.6764705882354,-31700.0,36305.0,0.6176470588235294,34,43196.74411764706,200.0,87052.1,18631.358322644723,False,False,8,0.0,13.0,9.0,0.0,4.0,2719.25,20,0.0,0.0,-100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,26,408,True
6077,5270,1993-11-22,79608,24,3317,1,44,monthly issuance,1993-01-13,6367,6367,False,44,male,1970-04-28,44,east Bohemia,105606,77,26,7,2,7,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,23558.29090909091,-13372.148387096773,1957.4679245283016,-51700.0,67124.0,0.41509433962264153,53,69954.5716981132,800.0,125825.7,24870.23292768019,False,False,1,11.0,10.0,31.0,0.0,0.0,2728.7837837837837,37,0.0,0.0,-14.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,23,313,True
6103,5385,1994-04-07,149340,60,2489,1,44,weekly issuance,1993-05-21,6499,6499,False,44,male,1963-02-01,44,east Bohemia,105606,77,26,7,2,7,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,7546.752173913043,-4546.575757575758,420.3267857142858,-13200.0,22404.0,0.4107142857142857,56,29069.116071428572,500.0,53214.0,10432.344642413836,False,False,3,10.0,10.0,27.0,6.0,0.0,2210.676470588235,34,-8754.0,6.0,-30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,31,321,True
7227,10942,1995-10-02,314520,60,5242,1,44,weekly issuance,1994-06-05,13143,13451,False,44,female,1955-11-18,44,east Bohemia,105606,77,26,7,2,7,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,18056.9125,-12982.432432432432,388.3623076923076,-56700.0,49457.0,0.4307692307692308,130,63527.42,500.0,128119.4,28698.379826165863,False,False,40,0.0,16.0,62.0,12.0,0.0,1940.314606741573,89,-10472.0,12.0,-30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False,39,484,True
5593,3037,1996-04-18,277884,36,7719,-1,44,monthly issuance,1994-05-26,3670,3670,False,44,female,1980-09-17,44,east Bohemia,105606,77,26,7,2,7,0.53,8254,3.275,0.021262996420657918,0.097,0.0015055962729390376,0.9699999999999998,13759.673913043478,-8751.140845070422,99.2649572649572,-53200.0,47031.0,0.39316239316239315,117,46487.002564102564,1000.0,129394.2,28041.875079726327,False,False,26,0.0,20.0,71.0,0.0,0.0,1304.4057971014493,69,-6276.923076923077,13.0,-14.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15,693,True
6228,6034,1993-12-01,464520,60,7742,-1,6,weekly issuance,1993-03-19,7291,7291,False,77,female,1940-12-02,77,north Moravia,148545,8,35,12,3,4,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,16035.558064516128,-11073.837837837838,1284.8573529411765,-41000.0,47757.0,0.45588235294117646,68,51760.01617647059,200.0,125943.1,27848.686707573845,False,False,22,0.0,9.0,37.0,0.0,0.0,1650.5961538461538,52,0.0,0.0,-30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,53,257,False
6696,8321,1994-05-09,89040,60,1484,1,77,monthly issuance,1993-04-12,9967,10275,True,77,female,1970-01-25,77,north Moravia,148545,8,35,12,3,4,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,3735.122727272727,-3140.4511627906977,336.85057471264366,-11400.0,15843.0,0.5057471264367817,87,30045.399999999998,800.0,46550.2,8832.079278613892,False,False,18,0.0,26.0,35.0,8.0,0.0,1881.5454545454545,44,-7041.0,8.0,-14.600000000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,24,392,True
6066,5228,1994-07-11,173808,24,7242,1,77,issuance after transaction,1993-06-23,6317,6317,True,77,female,1957-01-27,77,north Moravia,148545,8,35,12,3,4,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,26907.226923076923,-12350.122448979591,1259.0919999999999,-38200.0,74522.0,0.3466666666666667,75,61218.65866666667,1000.0,134416.6,24967.390839870233,False,False,1,13.0,12.0,49.0,0.0,0.0,1675.9818181818182,55,0.0,0.0,-100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,37,383,True
5586,2994,1996-09-14,48744,36,1354,1,77,monthly issuance,1996-05-03,3616,3616,False,77,female,1964-04-14,77,north Moravia,148545,8,35,12,3,4,0.535,8909,4.785,0.023730182772897103,0.113,0.0008751556767309569,1.5499999999999998,10108.300000000001,-16100.0,4492.2357142857145,-18600.0,28603.5,0.7857142857142857,14,42930.20714285714,900.0,62891.3,19512.790972253762,False,False,7,0.0,4.0,3.0,0.0,0.0,6217.95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,32,134,True
6356,6701,1993-12-08,95400,36,2650,1,49,weekly issuance,1993-03-15,8091,8091,False,5,male,1971-02-10,5,central Bohemia,95616,65,30,4,1,6,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11706.59090909091,-9195.12,588.6595744680852,-33500.0,35760.0,0.46808510638297873,47,41562.323404255316,200.0,92354.8,23576.743344256894,False,False,13,0.0,9.0,25.0,0.0,0.0,826.59375,32,0.0,0.0,-30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,22,268,False
