loan_id,amount,duration,payments,status,frequency,has_disponent,gender,ratio_of_urban_inhabitants,average_salary,unemployment_rate,avg_commited_crimes,ratio_entrepreneurs,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,num_trans,avg_balance,min_balance,max_balance,std_balance,negative_balance,last_balance_negative,has_card,age_at_loan,days_between,same_district
5992,76080,12,6340,,1,0,0,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,19968.472,-7648.003571428571,875.5999999999999,-38900.0,57063.0,0.30864197530864196,81,50621.10493827161,300.0,103809.7,19389.25337968756,0,0,1,17,371,0
6278,87360,24,3640,,1,0,1,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,21991.3,-12744.585714285713,847.717391304348,-58400.0,49495.0,0.391304347826087,69,69963.48405797101,200.0,134714.0,26296.55727792263,0,0,0,60,221,0
6196,177804,36,4939,,1,0,0,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,15879.982500000002,-11547.109803921569,508.7549450549452,-60100.0,48515.0,0.43956043956043955,91,54375.02307692307,800.0,140728.2,27185.841612047814,0,0,0,26,423,0
6052,22356,36,621,,1,0,1,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,3688.6708333333336,-2377.1533333333336,318.76851851851853,-5800.0,9588.0,0.4444444444444444,54,25150.975925925926,6392.0,37212.7,7025.3438828055705,0,0,0,58,314,0
5354,290820,60,4847,,1,0,1,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,10223.088,-3426.918644067797,635.5833333333334,-19520.0,28840.0,0.2976190476190476,84,44617.08095238096,900.0,62178.2,10915.899465187957,0,0,0,60,342,0
6076,117420,60,1957,,1,0,1,0.608,8208,2.0749999999999997,0.024991742088921187,0.155,0.006117460527185043,0.3699999999999999,9440.564705882352,-5228.838461538461,570.693023255814,-16400.0,30794.0,0.3953488372093023,43,40841.795348837215,500.0,68584.8,15410.393720101682,0,0,0,30,213,0
5134,53076,12,4423,,1,0,1,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,7826.846153846154,-4677.748717948718,324.08923076923077,-14700.0,23817.0,0.4,65,33129.403076923074,500.0,65121.6,14034.728710026882,0,0,0,48,333,0
6147,177504,48,3698,,0,0,1,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,11196.01052631579,-8447.229166666666,232.3418604651163,-61800.0,49867.0,0.4418604651162791,86,44723.35581395349,14855.3,139525.4,35436.029353100355,0,0,0,53,536,0
6237,407952,48,8499,,1,0,0,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,3416.6951219512193,-3495.1513513513514,137.99871794871794,-9900.0,9500.0,0.5256410256410257,78,14785.585897435896,-1449.6,29696.8,6609.171562045565,1,0,0,23,478,0
5245,125472,24,5228,,0,1,0,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,18798.165625,-12430.866666666667,547.4324675324676,-64700.0,48743.0,0.4155844155844156,77,71376.04415584415,800.0,143696.8,25109.194803138787,0,0,0,51,281,0
5582,41256,12,3438,,1,1,1,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,25653.175,-6894.908982035929,371.6400000000001,-63700.0,73128.0,0.22325581395348837,215,63500.40697674418,900.0,124519.7,21550.697258655076,0,0,1,59,682,0
6508,110736,48,2307,,2,0,0,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,6451.404347826086,-3555.84375,629.0054545454547,-16800.0,20762.0,0.41818181818181815,55,30696.238181818182,13026.6,55991.1,11380.741722662877,0,0,0,58,254,0
4968,110736,48,2307,,2,0,0,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,6452.3347826086965,-3468.34375,680.3036363636364,-16800.0,20762.0,0.41818181818181815,55,31383.44909090909,13841.0,55991.1,10950.811532854588,0,0,0,58,254,0
6571,140064,24,5836,,2,0,0,0.527,8402,3.5549999999999997,0.020397448860542896,0.12,0.0019444660496227735,0.8500000000000001,22058.871739130434,-9800.354166666666,520.2401408450704,-38200.0,64186.0,0.323943661971831,142,66051.94507042253,200.0,107275.7,20781.866701859122,0,0,0,47,673,0
5419,415800,60,6930,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13169.638888888889,-11767.0,364.3378378378378,-47600.0,48667.0,0.4864864864864865,37,44265.27297297297,700.0,140706.0,33832.07369901993,0,0,0,47,286,0
6377,17184,12,1432,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,6069.316,-2465.768888888889,582.4757142857143,-12800.0,17689.5,0.35714285714285715,70,29906.531428571427,400.0,44504.8,8582.056505164628,0,0,0,52,310,0
6562,94488,24,3937,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,16150.215384615383,-8730.539999999999,1070.969696969697,-49400.0,49353.0,0.3939393939393939,66,60311.76666666667,800.0,105964.6,25093.34321090162,0,0,0,38,243,0
6913,99936,24,4164,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,9591.967692307693,-6118.3839080459775,599.858552631579,-37000.0,49312.0,0.4276315789473684,152,55851.80263157895,400.0,111406.5,25907.897039549815,0,0,0,31,590,0
6014,165168,36,4588,,1,1,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,14754.223333333333,-6223.388059701492,264.5329896907217,-27600.0,41296.0,0.30927835051546393,97,35478.66185567011,300.0,87236.0,17421.829840733364,0,0,0,38,461,0
5556,268320,60,4472,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,6053.638095238095,-3692.690322580645,243.32692307692315,-13200.0,18224.0,0.40384615384615385,52,24411.294230769232,200.0,49189.6,10874.530318934105,0,0,0,44,257,0
6346,100260,60,1671,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10465.766666666666,-9226.08275862069,1255.0629032258064,-49000.0,46073.0,0.532258064516129,62,40047.08387096775,1000.0,106481.5,21019.117673829533,0,0,0,29,684,0
6310,34572,12,2881,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,14715.57619047619,-11861.336842105264,2091.5425000000005,-40800.0,49784.0,0.525,40,60619.159999999996,1100.0,121367.5,27985.493467525688,0,0,0,20,228,0
6763,88272,48,1839,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4182.83,-4330.535135135135,91.99220779220776,-11000.0,16554.0,0.5194805194805194,77,17535.77922077922,800.0,37880.4,9184.828049923843,0,0,0,18,399,0
7051,77808,12,6484,,1,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12957.092307692308,-11074.38,2508.6260869565217,-38000.0,33149.0,0.5652173913043478,23,68874.72173913044,1000.0,101117.1,26062.87599367688,0,0,0,41,117,0
5117,76944,12,6412,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12496.935897435897,-6029.915492957746,538.6954545454546,-49800.0,49059.0,0.35454545454545455,110,40141.795454545456,500.0,105970.4,22283.58371939614,0,0,0,40,535,0
6338,390660,60,6511,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,20890.590625,-12398.820408163265,752.5518518518518,-61600.0,49094.0,0.3950617283950617,81,63544.64567901234,300.0,164909.5,30163.74604529852,0,0,0,19,308,0
5719,271584,48,5658,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,16807.1756097561,-12177.395918367347,1026.686666666667,-39600.0,48039.0,0.45555555555555555,90,62387.09,800.0,115112.9,27465.733061554183,0,0,0,21,510,0
7181,197808,24,8242,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,24920.344444444447,-30066.666666666668,2925.54,-45700.0,74176.0,0.6,15,64942.89333333333,900.0,111796.9,28961.929740251046,0,0,0,34,125,0
7264,44940,12,3745,,2,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,14239.857142857143,-11686.894736842105,1924.65,-78600.0,47238.0,0.525,40,52484.822499999995,200.0,106467.0,27425.065485451,0,0,0,21,238,0
5343,44952,24,1873,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,15011.49,-6756.379661016949,581.1044943820224,-38800.0,49785.0,0.33707865168539325,89,51453.801123595505,1000.0,127317.0,23458.498481343675,0,0,0,27,433,0
7277,89280,12,7440,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,23729.622222222224,-10735.688235294117,1194.6115384615384,-50900.0,66964.0,0.34615384615384615,52,60522.040384615386,900.0,109529.5,20954.26377318421,0,0,0,49,261,0
6468,203940,60,3399,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12547.778260869567,-7661.858064516129,945.95,-27000.0,37200.0,0.42592592592592593,54,42000.78888888889,400.0,72580.1,13429.797196148776,0,0,0,43,358,0
7037,218064,48,4543,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,14668.593333333332,-7388.95,1094.7205128205128,-20500.0,40884.0,0.38461538461538464,39,54315.558974358966,400.0,81063.2,14925.629654032195,0,0,0,53,241,0
5782,63576,12,5298,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10523.22,-13902.433333333334,1363.6000000000001,-56900.0,47679.0,0.625,32,59128.5875,500.0,109399.2,21405.4915018847,0,0,0,37,202,0
5930,66696,24,2779,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12059.509999999998,-8862.433333333332,4213.78125,-20300.0,32030.0,0.625,16,58360.68125,1000.0,89595.1,27018.40143712475,0,0,0,22,110,0
6791,566640,60,9444,,1,1,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,6608.759375,-4035.1111111111113,388.31558441558434,-19200.0,26384.0,0.4155844155844156,77,36640.32207792207,200.0,61992.7,10665.199718854723,0,0,0,25,308,0
5332,37944,36,1054,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13434.728947368421,-6342.092753623188,681.4514018691588,-31400.0,36996.0,0.35514018691588783,107,61295.969158878506,500.0,100074.6,18670.113397526355,0,0,1,31,594,0
5491,428784,48,8933,,1,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,5483.184615384615,-2889.2535211267605,79.15636363636364,-12500.0,14146.0,0.35454545454545455,110,22133.735454545455,1100.0,47281.2,11407.190986049878,0,0,0,61,436,0
7129,194280,60,3238,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12831.551724137931,-4065.190476190476,271.14159292035396,-23900.0,36932.0,0.25663716814159293,113,48180.3778761062,300.0,77920.1,13378.644686694159,0,0,0,28,426,0
6948,157068,36,4363,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,9116.8,-12714.285714285714,1839.7714285714285,-35200.0,44217.0,0.6666666666666666,21,38742.92380952381,400.0,88837.6,23121.177375382616,0,0,0,26,245,0
6962,279072,48,5814,,2,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13517.605,-11287.08695652174,249.9790697674418,-45700.0,44680.0,0.46511627906976744,86,43095.51162790698,300.0,111246.0,25143.86347498738,0,0,0,29,611,0
6766,74352,24,3098,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13663.11320754717,-9196.942465753425,418.79523809523806,-37800.0,55186.0,0.42063492063492064,126,45497.74206349206,1100.0,96165.9,15938.03881118303,0,0,0,40,559,0
7172,45720,12,3810,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,15730.603703703704,-6705.379661016949,338.4755813953488,-34200.0,45213.0,0.313953488372093,86,41690.6,700.0,87185.5,16927.38870265652,0,0,0,19,415,0
5501,136344,24,5681,,1,1,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,6037.545614035087,-4168.391780821918,306.5192307692308,-10400.0,15902.0,0.43846153846153846,130,31673.896923076925,300.0,57858.4,10787.938569689824,0,0,0,34,638,0
6234,5148,12,429,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,11599.914285714285,-5298.084615384616,616.2149999999999,-20900.0,32125.5,0.35,80,43197.28125,1000.0,66177.3,13377.630978738904,0,0,0,35,446,0
6450,234336,48,4882,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,15489.826086956522,-5254.042276422764,392.21775147929,-35200.0,43942.0,0.27218934911242604,169,42818.502958579884,1000.0,90490.8,18387.004646334764,0,0,0,26,659,0
5823,212976,36,5916,,1,1,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,15242.182258064517,-10250.49195402299,357.1979865771812,-61900.0,49145.0,0.4161073825503356,149,49635.71543624161,1100.0,119287.7,23435.838013657525,0,0,0,25,671,0
5334,209040,24,8710,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,9478.907407407407,-5087.851282051282,871.2772727272728,-45440.0,26991.0,0.4090909090909091,66,44982.42272727273,900.0,74276.7,14572.504223627093,0,0,0,19,355,0
6821,321936,48,6707,,1,1,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4731.6511627906975,-3743.5304347826086,351.22022471910117,-17200.0,19533.0,0.48314606741573035,178,32014.602808988762,400.0,62516.8,11317.701056486841,0,0,0,37,693,0
5760,74916,36,2081,,1,0,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,17056.80847457627,-8753.605454545454,257.13076923076926,-59600.0,49627.0,0.34911242603550297,169,56133.6526627219,600.0,143676.5,27409.199321841075,0,0,0,56,664,0
6168,99216,36,2756,,1,1,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,15153.77837837838,-10813.85306122449,358.2674418604651,-54500.0,49853.0,0.43023255813953487,86,57018.617441860464,300.0,124071.7,25880.04781829928,0,0,0,47,443,0
5644,276084,36,7669,,1,0,0,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,23941.60606060606,-6719.647706422018,405.8549295774649,-46900.0,69018.0,0.2323943661971831,142,58466.19366197183,1100.0,132186.8,22606.36701478105,0,0,1,34,476,0
6255,247920,48,5165,,1,0,0,0.631,8110,6.16,0.029810285326343184,0.109,-0.0015558111905255812,0.7800000000000002,3509.0,-2220.0,1599.3333333333333,-5000.0,16100.0,0.6666666666666666,15,23594.146666666667,200.0,31595.5,7544.802965794844,0,0,0,39,271,0
6660,220428,36,6123,,1,0,1,0.631,8110,6.16,0.029810285326343184,0.109,-0.0015558111905255812,0.7800000000000002,23151.645454545454,-22908.844444444447,2424.425,-47800.0,69012.0,0.55,20,60165.795,600.0,105524.2,24445.209943624304,0,0,0,34,166,0
5991,335184,48,6983,,1,0,0,0.631,8110,6.16,0.029810285326343184,0.109,-0.0015558111905255812,0.7800000000000002,15555.405263157896,-11494.076000000001,186.38181818181832,-37400.0,62850.0,0.4318181818181818,88,38710.01136363636,-6652.7,100570.6,24477.120206069965,1,0,0,20,401,0
5656,146064,24,6086,,1,0,0,1.0,10673,5.095000000000001,0.05732083860808349,0.1,-0.0013431315033809862,0.6900000000000004,12579.108333333332,-10592.86,2046.3954545454542,-35100.0,44258.0,0.5454545454545454,22,44355.04090909091,200.0,90387.4,16699.810596406947,0,0,0,43,166,0
6322,76992,24,3208,,1,0,1,1.0,10673,5.095000000000001,0.05732083860808349,0.1,-0.0013431315033809862,0.6900000000000004,15869.294444444444,-13715.788235294118,1499.3971428571429,-40500.0,44561.0,0.5142857142857142,35,61992.3,900.0,112175.5,25699.739128305187,0,0,0,31,139,0
6877,285240,60,4754,,1,1,1,1.0,10673,5.095000000000001,0.05732083860808349,0.1,-0.0013431315033809862,0.6900000000000004,11099.815384615385,-8169.0142857142855,1108.5703703703703,-28000.0,42783.0,0.48148148148148145,54,49699.664814814816,1100.0,89240.1,16853.230914901833,0,0,0,45,267,0
